id,question_id,choice_text,image_url,is_correct,sort_order
"64e914e6-afcf-50d3-8523-36a474deff5e","b3398ac5-0205-5dd6-b9dc-05c71789c962","イ：生産計画に基づく製造機械の割当て",,"false","2"
"5541c5c7-bf62-50c1-8876-eb7e525cb948","b3398ac5-0205-5dd6-b9dc-05c71789c962","ウ：店舗別商品カテゴリ別の売上高の集計",,"false","3"
"64ae9d21-16ae-56af-93fc-a0205f8e8b9f","b3398ac5-0205-5dd6-b9dc-05c71789c962","エ：累計購買金額による優良顧客の抽出",,"false","4"
"b978ca17-1aeb-5234-bb7c-61fa90a55d41","e13e42f7-378d-5b7d-ad1a-beb5f2bb23d3","ア：事業投資リスク    '",,"true","1"
"228d9ba8-6213-5d77-98d3-505b6386e264","e13e42f7-378d-5b7d-ad1a-beb5f2bb23d3","イ：情報漏えいリスク .",,"false","2"
"ef726e6e-2f4f-5d83-aab7-a2d430824b8b","e13e42f7-378d-5b7d-ad1a-beb5f2bb23d3","ウ：人材流出リスク",,"false","3"
"b7de885d-6b2b-55dd-af20-83d38ad8e7d1","e13e42f7-378d-5b7d-ad1a-beb5f2bb23d3","エ：不正リスク",,"false","4"
"56256861-04d8-5bce-87fc-1f9e89cadcea","5c1412b5-9caa-5814-ab8e-eda58ef33efa","ア：サービス提供事業者が, インターネット経由で業務ソフトウェアを提供するサービス",,"false","1"
"66762963-eee6-56fd-b958-66ebd81d4b7e","5c1412b5-9caa-5814-ab8e-eda58ef33efa","イ：サービス提供事業者が, ほかの企業の情報システムに関する企画や開発, 運用,管理, 保守業務を行うサービス",,"false","2"
"673f0b62-5184-5745-8f57-4ddafcc3a499","5c1412b5-9caa-5814-ab8e-eda58ef33efa","ウ：サービス提供事業者が, 利用者に自社の建物内に設置したサーバや通信機器を貸し出すサービス",,"false","3"
"88ab2248-2b12-519d-a54a-b8e72f3ed35a","5c1412b5-9caa-5814-ab8e-eda58ef33efa","エ：サービス提供事業者が, 利用者の通信機器やサーバを自社の建物内に設置し運用するサービス",,"true","4"
"c5beb8b0-78e0-5273-89a7-cc74d08ed2df","31e63ed5-bffa-5862-9789-8c94e6abe3b1","ア：420",,"false","1"
"c81cebb3-f6ec-5e9b-a47f-063b374f9ed1","31e63ed5-bffa-5862-9789-8c94e6abe3b1","イ：450",,"false","2"
"b7919b1e-0617-5ada-aa5b-1e8eca70e357","31e63ed5-bffa-5862-9789-8c94e6abe3b1","ウ：480",,"true","3"
"4f11b9f4-2e95-5d44-b4f3-acfd974dd319","31e63ed5-bffa-5862-9789-8c94e6abe3b1","エ：530",,"false","4"
"2dc51762-6c36-5671-81c2-b5f94c945a14","29267191-bbab-501e-a621-08ea203e6b68","ア：相手先の商標やブランドで製品を製造し, 供給すること",,"false","1"
"15aa3a4c-669c-5962-812f-02a7ceb0f53a","29267191-bbab-501e-a621-08ea203e6b68","イ：自社では工場をもたずに製品の企画を行い, ほかの企業に生産委託する企業形態のこと",,"true","2"
"6b7cb2d9-249e-5757-ac07-bf19780c4e45","29267191-bbab-501e-a621-08ea203e6b68","ウ：製品の企画から製造, 販売までの機能を垂直統合した製造小売業のこと",,"false","3"
"546b5c5d-6ea2-5f73-8738-820ef937186b","29267191-bbab-501e-a621-08ea203e6b68","エ：製品の設計, 試作, 製造を一括して生産委託するサービスのこと",,"false","4"
"d1eed28a-e25c-55af-b3f4-e1a45eb7cc48","23c4e095-9f4f-592f-aac7-21b2ef83e680","ア：事業部制組織",,"false","1"
"c93770cc-fb33-5254-bded-b21ed54c644d","23c4e095-9f4f-592f-aac7-21b2ef83e680","イ：社内ベンチャ組織",,"false","2"
"6abadea7-4604-5bcf-8cac-55230f0c7fde","23c4e095-9f4f-592f-aac7-21b2ef83e680","ウ：職能別組織",,"false","3"
"07e9a8f7-ddd3-5597-9e97-17e3939b4240","23c4e095-9f4f-592f-aac7-21b2ef83e680","エ：マトリックス組織",,"true","4"
"4c1fac7b-0b57-5661-84ba-2f52cc82da29","6ee4156a-c8f9-5e90-992d-1b560dad9971","ア：受取手形や売掛金などの売上債権の増加",,"false","1"
"1095b13c-81b2-5f29-8c26-2d27cf5eb2e0","6ee4156a-c8f9-5e90-992d-1b560dad9971","イ：器具や備品などの投資金額の増加",,"false","2"
"0a69c241-11a9-50e1-ad70-52d4573a459e","6ee4156a-c8f9-5e90-992d-1b560dad9971","ウ：製品在庫などの棚卸資産の増加",,"false","3"
"224d9cea-e608-5d44-b224-3d0e9751d55a","6ee4156a-c8f9-5e90-992d-1b560dad9971","エ：短期や長期の借入金の増加",,"true","4"
"4ed394b7-a128-55ca-8289-eee46f30104e","bbd0cabc-ede3-5398-bb8d-84c2e79b44b6","ア：他人のIDとパスワードを, 本人の許可なく, その利用方法を知っている第三者に教えること",,"true","1"
"5fee7db3-3d66-5dd8-8650-7748d56fde4b","bbd0cabc-ede3-5398-bb8d-84c2e79b44b6","イ：他人のPC操作を盗み見るなどして, 他人のIDとパスワードを入手すること",,"false","2"
"1e9ce870-f5eb-5bc3-af59-fc23b93c4456","bbd0cabc-ede3-5398-bb8d-84c2e79b44b6","ウ：本人の了解を得ることなく, 他人のメールアドレスを第三者に教えること",,"false","3"
"2a883c00-dc96-502f-a0fe-3488383205ea","bbd0cabc-ede3-5398-bb8d-84c2e79b44b6","エ：本人の了解を得ることなく, 不正に他人のメールアドレスを入手すること",,"false","4"
"729f36ed-5ef0-5a1c-b484-ae768fc8f880","9be72153-95ca-5f75-a0e5-c3304a8b0279","ア：重要成功要因の抽出",,"true","1"
"62e71d42-fd28-506d-b8cf-aa1d7e40624b","9be72153-95ca-5f75-a0e5-c3304a8b0279","イ：ビジネス環境の分析",,"false","2"
"eeb1538b-7a27-57e2-8879-2648320d5323","9be72153-95ca-5f75-a0e5-c3304a8b0279","ウ：ビジネス戦略の立案",,"false","3"
"92a4bf13-9913-57a4-a863-77eb011bf4a7","9be72153-95ca-5f75-a0e5-c3304a8b0279","エ：ビジョンの設定",,"false","4"
"1f9aaf2c-3468-50c8-9359-ec05fd7f5786","6e07b2eb-f209-58fb-a5d2-b8b19161e0e0","ア：160",,"false","1"
"9ac67595-f8e8-5522-8781-c844f9c32032","6e07b2eb-f209-58fb-a5d2-b8b19161e0e0","イ：250",,"false","2"
"d42271b2-a00a-5079-864c-6e2707de9f01","6e07b2eb-f209-58fb-a5d2-b8b19161e0e0","ウ：300",,"true","3"
"0dfec0fb-e4fe-5528-b099-f0587b5711de","6e07b2eb-f209-58fb-a5d2-b8b19161e0e0","エ：360",,"false","4"
"06b82198-5d25-545a-b942-b8e7a9f948af","e7de2e03-56f9-5bd3-b35d-5016ba5638ea","ア：データクリーニング",,"false","1"
"daffff84-c573-5cd6-8c48-36bb8b970dbe","e7de2e03-56f9-5bd3-b35d-5016ba5638ea","イ：データクレンジング",,"false","2"
"84d342f4-b1c2-5b9c-a597-1bbc84235d4e","e7de2e03-56f9-5bd3-b35d-5016ba5638ea","ウ：データマイニング",,"false","3"
"dfcea0bf-54e2-5607-9e86-da03a9ad698f","e7de2e03-56f9-5bd3-b35d-5016ba5638ea","エ：データモデリング",,"true","4"
"ae9e2a85-9828-53ae-9a3c-db3e13fe3e5b","d96b24c6-5523-5f07-b506-4604dae7f48a","ア：売掛金に対する顧客の支払状況を把握しやすくなる。",,"false","1"
"4a94dc9b-57a8-5d1d-a5fe-1d7ebc02ad25","d96b24c6-5523-5f07-b506-4604dae7f48a","イ：顧客が発注してから納品までの時間を短縮しやすくなる。",,"false","2"
"73c67086-21b9-563b-91c7-72e327420fc8","d96b24c6-5523-5f07-b506-4604dae7f48a","ウ：顧客に対するアプローチ方法を営業部門全体で共有しやすくなる。",,"false","3"
"af6ebbb3-463b-5309-8204-74789e7ecda1","d96b24c6-5523-5f07-b506-4604dae7f48a","エ：顧客のニーズや欲求に対する理解が深まり長期的な関係を築きやすくなる。",,"true","4"
"d9cbc271-362f-5cf2-9031-0711c0ee7bcd","97bbd038-b592-5901-bc94-118713b23cf3","ア：経営環境",,"true","1"
"2676fc65-66aa-5da1-ac31-fafe719879ed","97bbd038-b592-5901-bc94-118713b23cf3","イ：事業戦略",,"false","2"
"2f6af53d-3c9b-525d-a16e-bea695d4f48b","97bbd038-b592-5901-bc94-118713b23cf3","ウ：事業目標",,"false","3"
"72384fa8-3d4e-5b7d-bd81-3e53736489a2","97bbd038-b592-5901-bc94-118713b23cf3","エ：事業領域",,"false","4"
"879e347d-6f0a-57bc-8fff-a589c9959231","6fb31f0d-efbc-559d-b485-d4f2b0a4588e","ア：SaaS",,"false","1"
"4e3df733-60ad-5d3e-bb73-9c64dcd09930","6fb31f0d-efbc-559d-b485-d4f2b0a4588e","イ：システム開発の受託",,"false","2"
"d21595f1-4829-5128-8a00-0249567201a5","6fb31f0d-efbc-559d-b485-d4f2b0a4588e","ウ：ハウジングサービス",,"false","3"
"6a0dffb3-a290-57e2-901f-c64ea64664c7","6fb31f0d-efbc-559d-b485-d4f2b0a4588e","エ：ホスティングサービス",,"true","4"
"3e7039cb-507d-5f8f-b75e-14fe7c61db2b","60a4ba78-8c9c-59d6-84b8-c03940b8f306","ア：一会肝期間ごとに決算を行い, 貸借対了表や損益計算書などの財務諸表の作成が   ーー強制される。                   「-                         .",,"false","1"
"85a15db5-ee6a-5906-9e29-89264accef6d","60a4ba78-8c9c-59d6-84b8-c03940b8f306","イ：企業の経営者が, 株主や債権者などの企業外部の利害関係者に対して会計報告を ・行う。         「",,"false","2"
"a47e97b7-233d-598f-93b8-3d31aeb483b0","60a4ba78-8c9c-59d6-84b8-c03940b8f306","ウ：凡務賭表規則や企業会計原則, 各種会計基準などの会計法規に準拠した会計処理 「ーーー     を行う必要がある。",,"false","3"
"0463fc12-60d4-57ed-a6f7-244d3f0f4935","60a4ba78-8c9c-59d6-84b8-c03940b8f306","エ：部門, 製品, 地域別などの予算統制, 利益管理, 業績評価など, 経営判断のため .の内部報告書を作成する。ここる ーー",,"true","4"
"36f75809-4ac5-5b44-aa16-8e3c5847a698","fd20b8b7-940d-5af1-a54c-853fe8b93533","ア：システム化計画の作成と承認",,"false","1"
"c1dd170f-d8b6-53f5-9361-15ac645f7f89","fd20b8b7-940d-5af1-a54c-853fe8b93533","イ：システム詳細設計の実施",,"false","2"
"1291905f-f611-5b72-b348-2876625cd89f","fd20b8b7-940d-5af1-a54c-853fe8b93533","ウ：システム投資効果とシステム化費用の予測",,"false","3"
"eeccb5d4-6d1b-59cd-b6d8-fdcb4b27a1eb","fd20b8b7-940d-5af1-a54c-853fe8b93533","エ：システム利用者のニーズの整理",,"true","4"
"4c9668d7-f551-54fa-a039-15d9508f38d5","99682aed-8ee8-594e-923a-849b493d00da","ア：ICカードは，ICチップへの情報の格納や情報の暗号化を行っているので，磁気カードに比べて偽造されにくい。",,"true","1"
"bae10008-cd54-5711-b4f8-a4645bd47a28","99682aed-8ee8-594e-923a-849b493d00da","イ：ICカードは，情報の記録に二次元コードを使うので，磁気カードに比べて偽造されにくい。",,"false","2"
"309d9b6e-9a8e-5e5a-867c-98ff940067fa","99682aed-8ee8-594e-923a-849b493d00da","ウ：磁気カードは，磁気ストライプに情報を格納しており，ICカードに比べて情報を保護する仕組みが複雑で偽造されにくい。",,"false","3"
"8c52041c-d817-53d1-99f2-3319af433d96","99682aed-8ee8-594e-923a-849b493d00da","エ：磁気カードは，情報の記録にバーコードを利用しており，ICカードに比べて偽造されにくい。",,"false","4"
"7670c416-46d6-5c43-91d9-f26326320677","a13b840f-1056-512b-80fb-24f5d82fe1cf","ア：機能を実現するために考え出された独創的な発明",,"false","1"
"348faa79-d02d-560f-82d6-7aa2dc62d290","a13b840f-1056-512b-80fb-24f5d82fe1cf","イ：機能を実現するために必要なソフトウェアとして作成されたプログラム",,"true","2"
"7b6957f6-afc8-5832-ac12-429a77cf9dad","a13b840f-1056-512b-80fb-24f5d82fe1cf","ウ：新製品の形状，模様，色彩など，斬新な発想で創作されたデザイン",,"false","3"
"d6c21bad-e9b5-5675-93c1-20bf34c203c7","a13b840f-1056-512b-80fb-24f5d82fe1cf","エ：新製品発表に向けて考え出された新製品のトレードマーク",,"false","4"
"d2792d7d-3704-52f2-821b-1eeb3df952ce","b7ab5797-bba2-5095-b1e6-1edd4c749d13","ア：ECサイトでの販売に際し, ECサイト専用の商品を開発した。",,"false","1"
"333092ef-c799-5c30-870f-05cd635d7143","b7ab5797-bba2-5095-b1e6-1edd4c749d13","イ：ECサイトへの来訪者数を増加させるために, 検索連動型広告を活用した。",,"false","2"
"96d9a98b-1662-52c5-836c-c0c7408f2330","b7ab5797-bba2-5095-b1e6-1edd4c749d13","ウ：従来, 代理店を通じて販売していた商品のECサイトでの直販を開始した。",,"true","3"
"9c713181-88fe-5c46-a27c-b2ac86fddb17","b7ab5797-bba2-5095-b1e6-1edd4c749d13","エ：販売代理店への手数料が不要になったので, ECサイトで直販する商品の価格を下げた。",,"false","4"
"7c2ba813-d76c-5b53-8d1c-c9c44e02570c","053f420e-ee9f-5b66-ba84-bbaaadfe2c41","ア：会社の就業規則が作成されていること",,"false","1"
"32e44e02-b09a-582c-b49d-a6ee050d53d9","053f420e-ee9f-5b66-ba84-bbaaadfe2c41","イ：本人の労働意思が個別に確認されていること",,"false","2"
"cb7f4478-f008-58f0-be3b-84f8d5f35742","053f420e-ee9f-5b66-ba84-bbaaadfe2c41","ウ：労使の協定を書面で締結し, 行政官庁に届け出ること",,"true","3"
"dbde387c-3dc3-562e-8064-a06811e1c091","053f420e-ee9f-5b66-ba84-bbaaadfe2c41","エ：割増賃金について, 支給細目が決まっていること",,"false","4"
"e634a964-923d-521f-9741-0121e87e5bf5","60661899-527b-594d-9402-be649bb6c62d","ア：アクセシビリティ",,"false","1"
"bb99bf8a-224b-57b3-8da5-405d03882436","60661899-527b-594d-9402-be649bb6c62d","イ：ダイバーシティ",,"false","2"
"bca856d8-5986-581b-a56d-3e0fbc436dab","60661899-527b-594d-9402-be649bb6c62d","ウ：ディジタルディバイド",,"true","3"
"d0d28ede-fb53-581d-992f-ab19816a3483","60661899-527b-594d-9402-be649bb6c62d","エ：ディジタルデモクラシー",,"false","4"
"9e0247e3-e782-59a7-9607-8127d2ecd87d","523cc3a1-f45c-54fd-9823-160ba5b788eb","ア：経営要求，課題の確認",,"false","1"
"f4df58d8-cb3d-5e46-a242-a7aed38e04df","523cc3a1-f45c-54fd-9823-160ba5b788eb","イ：システム要件の定義",,"false","2"
"902f855d-3a46-561d-918b-aa32620cead4","523cc3a1-f45c-54fd-9823-160ba5b788eb","ウ：導入の費用対効果の予測",,"true","3"
"25cf0328-68f7-5f79-8826-7fde5639513e","523cc3a1-f45c-54fd-9823-160ba5b788eb","エ：ベンダ企業の評価基準の作成",,"false","4"
"b7213835-59c4-5c1f-86f9-52f8012108d6","ff585474-a759-5442-95f4-ce67e0b654d5","ア：あらかじめ受信者の許可を得て，興味のある分野の広告を電子メールで送る。",,"false","1"
"c51e28a8-7fc5-593f-8b6e-a1d94e8f75e6","ff585474-a759-5442-95f4-ce67e0b654d5","イ：個人のホームページなどに企業の広告やWebサイトへのリンクを掲載し，誘導実績に応じた報酬を支払う。",,"true","2"
"39620492-9615-557d-b99c-33258b3ca5ae","ff585474-a759-5442-95f4-ce67e0b654d5","ウ：自社のWebサイトを検索エンジンの検索結果の上位に掲載させる。",,"false","3"
"44cb216a-49de-598c-8653-f721bcf644bc","ff585474-a759-5442-95f4-ce67e0b654d5","エ：大規模なポータルサイトなどに自社のWebサイトへの入り口となる画像を設置し，誘導する。",,"false","4"
"0f1e1075-d46a-5645-948a-7ceba0495820","0fac03a7-ca44-5a2d-9f30-5a5e004fcd33","ア：重要成功要因",,"false","1"
"a68c5ab3-3b05-51e5-bc1a-4a671cf5ac58","0fac03a7-ca44-5a2d-9f30-5a5e004fcd33","イ：バリューエンジニアリング",,"true","2"
"430e5bf6-085e-54b9-a48c-5c54f3000196","0fac03a7-ca44-5a2d-9f30-5a5e004fcd33","ウ：バリューチェーン",,"false","3"
"72c480be-7e83-5dc4-8431-123cd4cfcd2a","0fac03a7-ca44-5a2d-9f30-5a5e004fcd33","エ：付加価値分析",,"false","4"
"4c07a08e-c49f-5572-b4d8-1e1257da36a9","a042efdd-9d66-5b96-99ce-a302410155e3","ア：組込みシステムの開発や稼働には，専用の OS を使用する。",,"false","1"
"18b50334-40eb-5a2a-a6c5-7904be962230","a042efdd-9d66-5b96-99ce-a302410155e3","イ：組込みシステムの稼働には，ネットワークへの接続が必要である。",,"false","2"
"11c0e6fa-bb03-5e09-a883-a963d9e59c2f","a042efdd-9d66-5b96-99ce-a302410155e3","ウ：組込みシステムは機器内部の制御用であり，ユーザインタフェースは不要である。",,"false","3"
"22315d10-1348-5c35-8397-39d9ca4ff603","a042efdd-9d66-5b96-99ce-a302410155e3","エ：組込みシステムは専用化されたハードウェアやソフトウェアから成る。",,"true","4"
"b9d426f3-f993-5b8a-82bd-0ac76d2373ea","ad0c7203-f3d4-5178-995e-1287aa30ba1f","ア：客観的に対象業務を分析するために, システム利用部門とかかわることは避ける。",,"false","1"
"91f82b84-0a68-5305-827d-1d11f7451885","ad0c7203-f3d4-5178-995e-1287aa30ba1f","イ：システム要件は, システム利用部門と共同でレビューを行う。",,"true","2"
"b3009047-a735-53a8-acc8-3f9edc6d2ee1","ad0c7203-f3d4-5178-995e-1287aa30ba1f","ウ：システム利用部門の意見は参考であり, システム要件は開発者が決定する。",,"false","3"
"017b1cae-e9aa-5b06-9f2b-bf8dff480cdb","ad0c7203-f3d4-5178-995e-1287aa30ba1f","エ：システム利用部門の作成した現行システムの操作マニュアルを基に, 要求される機能を決定する。",,"false","4"
"e98d6ec0-f009-5245-affb-ef45ffa1c01b","82410928-34f1-58df-8517-71303dd8f6ff","ア：1",,"false","1"
"c33564df-842d-516d-8828-77fae2251804","82410928-34f1-58df-8517-71303dd8f6ff","イ：3",,"false","2"
"ff80aefa-0f24-57a9-b628-d46744ddc11f","82410928-34f1-58df-8517-71303dd8f6ff","ウ：4",,"false","3"
"9fd0bb7f-b1e5-516c-b3d1-ffa78fbce509","82410928-34f1-58df-8517-71303dd8f6ff","エ：5",,"true","4"
"bb5de40d-377d-5518-b947-db5b8aedc700","2accb156-e909-51c8-bb2a-dc034b513f97","ア：再発防止を目的とした根本的解決を, 復旧に優先して実施する。",,"false","1"
"64a1d5b8-0f9e-5a10-ae5b-80df2cf6cb84","2accb156-e909-51c8-bb2a-dc034b513f97","イ：システム利用者の業務の継続を優先し, 既知の回避策があれば, まずそれを伝える。",,"true","2"
"a433093d-44ec-5f2c-b465-9026bc771a59","2accb156-e909-51c8-bb2a-dc034b513f97","ウ：障害対処の進捗状況の報告は, 連絡を受けた先だけに対して行う。",,"false","3"
"54da7df7-67b4-502d-be42-90b5ce52a687","2accb156-e909-51c8-bb2a-dc034b513f97","エ：障害の程度や内容を判断し, 適切な連絡先を紹介する。",,"false","4"
"2364018c-7190-5a35-a213-8ff271c21334","636b80c0-3231-5bb8-ba48-bf19618cc213","ア：システム結合テスト",,"false","1"
"91f55160-fb58-50fc-af76-a40f48fac65a","636b80c0-3231-5bb8-ba48-bf19618cc213","イ：システムテスト",,"false","2"
"b83755b1-0803-5f21-aee0-21fa630fd4a1","636b80c0-3231-5bb8-ba48-bf19618cc213","ウ：システム要件定義",,"true","3"
"003f3282-7c7a-5cf3-9811-92f64e5a3297","636b80c0-3231-5bb8-ba48-bf19618cc213","エ：ソフトウェア方式設計",,"false","4"
"2153ac27-fcb7-53e5-82b7-61032947ebf6","1ec68caf-63be-575a-8beb-af53434ec9e7","ア：ソフトウェア詳細設計書には, システム結合テストのためのテスト仕様が含まれる。",,"false","1"
"a19696f2-2135-5335-820c-f5987c89b3f2","1ec68caf-63be-575a-8beb-af53434ec9e7","イ：ソフトウェア詳細設計書に基づいてプログラミングが実施される。",,"true","2"
"27ab3719-7069-5ff0-9439-54e7ae223eaf","1ec68caf-63be-575a-8beb-af53434ec9e7","ウ：ソフトウェア詳細設計書は, システム要件定義の終了を契機として作成が開始される。",,"false","3"
"77040dfe-a4fc-528e-b1f8-0d472e5e2804","1ec68caf-63be-575a-8beb-af53434ec9e7","エ：ソフトウェア詳細設計書は, 将来のメンテナンス用として, 単体テストが完了した後で完成させる。",,"false","4"
"ce290492-43e8-56d4-90f3-b856a4d376dd","a2e16f45-ef84-5427-b207-2ff1a40f93ce","ア：対象範囲，納期，予算",,"true","1"
"f498f023-eb4c-5402-8a8d-8d425df3d11f","a2e16f45-ef84-5427-b207-2ff1a40f93ce","イ：対象範囲，納期，リスク",,"false","2"
"45051342-c991-529a-aa84-1495dd908907","a2e16f45-ef84-5427-b207-2ff1a40f93ce","ウ：対象範囲，予算，リスク",,"false","3"
"f4f0f77a-38c1-5c1d-a97b-c447e6f1f4e1","a2e16f45-ef84-5427-b207-2ff1a40f93ce","エ：納期，予算，リスク",,"false","4"
"a5991f83-a4fa-5282-8c2d-d0c874d33ed6","bfed04b8-c3fe-5ed9-93a0-0371f6689beb","ア：サーバの性能",,"false","1"
"1563f838-163f-5f9c-9da1-144e9efe2b9e","bfed04b8-c3fe-5ed9-93a0-0371f6689beb","イ：サービス提供時間帯",,"true","2"
"e06d3af0-a149-5462-864d-2d27d4ea93a3","bfed04b8-c3fe-5ed9-93a0-0371f6689beb","ウ：システムの運用コスト",,"false","3"
"c2e785c5-5ea7-5698-89d9-858a94f46f81","bfed04b8-c3fe-5ed9-93a0-0371f6689beb","エ：新規サービスの追加手順",,"false","4"
"3e180bb3-4bb1-586b-9e16-9123759d93ab","9cb13f07-2409-59d7-a13b-15cbf09cc833","ア：1,000",,"true","1"
"76e841da-1efd-5098-badd-281a172edbc7","9cb13f07-2409-59d7-a13b-15cbf09cc833","イ：2,000",,"false","2"
"889be24b-bbd6-5932-b1c6-bcc5b8725ef7","9cb13f07-2409-59d7-a13b-15cbf09cc833","ウ：4,800",,"false","3"
"808c355c-9758-5b6a-ab94-f19aa3554541","9cb13f07-2409-59d7-a13b-15cbf09cc833","エ：9,000",,"false","4"
"b50809fc-24f3-541a-8142-773280358102","c823ee3b-4f62-5171-882d-483b43c21bf6","ア：開発環境のディスク容量",,"false","1"
"4701b588-e887-54b8-99da-049450ce851a","c823ee3b-4f62-5171-882d-483b43c21bf6","イ：システム化目標",,"false","2"
"ccb42c3f-612e-5607-8348-aa91c3ddd595","c823ee3b-4f62-5171-882d-483b43c21bf6","ウ：データ定義",,"true","3"
"563128fb-a505-5eb0-af38-f59947ccd42f","c823ee3b-4f62-5171-882d-483b43c21bf6","エ：データベースの最上位レベルの設計",,"false","4"
"aa0c3fd9-1a71-5653-962c-0cd45b38a608","3ca4ff51-ee44-5351-84c4-113e9e554129","ア：工程内に開発が終わらないことが分かり, あらかじめ開発要員を増員する。",,"false","1"
"a5e15a28-88b7-5c6f-911e-05cd58adbb22","3ca4ff51-ee44-5351-84c4-113e9e554129","イ：障害を引き起こす可能性のあるプログラムを見つけ, あらかじめ修正する。",,"true","2"
"02818afb-4818-572a-bd35-0e62ff89d9e7","3ca4ff51-ee44-5351-84c4-113e9e554129","ウ：取り扱うデータ量が増えてきたので, あらかじめディスクを容量の大きなものに変更する。",,"false","3"
"4ba90313-635c-5409-9f3a-4b4c5eae9ddc","3ca4ff51-ee44-5351-84c4-113e9e554129","エ：要求仕様からプログラムの開発量を, あらかじめ予測する。",,"false","4"
"b6c102d9-efe6-5b78-bc7d-bec3d8b15c58","0a9a0acc-1b3b-5b91-9349-84a42b592922","ア：A",,"false","1"
"427293cc-8b17-5768-ad24-83037d0aefcf","0a9a0acc-1b3b-5b91-9349-84a42b592922","イ：B",,"true","2"
"ff35e584-a4c7-54a2-ad96-e97da6fdc887","0a9a0acc-1b3b-5b91-9349-84a42b592922","ウ：C",,"false","3"
"40f8d443-8636-5979-8716-bdb1a380b43a","0a9a0acc-1b3b-5b91-9349-84a42b592922","エ：D",,"false","4"
"62afd1a4-23b3-591a-ac37-31d6b5ba896e","436203c6-6d2d-5671-a79c-bd0005f1e5e7","ア：IT関連設備について, 最適な使われ方をしているかを常に監視し改善すること",,"true","1"
"d35c5a1b-8e44-5cae-b2c6-0b7eace8de1a","436203c6-6d2d-5671-a79c-bd0005f1e5e7","イ：工場の生産ラインの制御にコンピュータやネットワークを利用して, 総合的に管理すること",,"false","2"
"bdce3be0-d878-5df9-b224-116de054235a","436203c6-6d2d-5671-a79c-bd0005f1e5e7","ウ：顧客データベースで顧客に関する情報を管理することによって, 企業が顧客と長期的な関係を築くこと",,"false","3"
"f9d7e70c-7bbd-5a0e-ac8f-e936572ff0ca","436203c6-6d2d-5671-a79c-bd0005f1e5e7","エ：取引先との受発注, 資材の調達から在庫管理, 製品の配送などといった事業活動にITを使用して, 総合的に管理すること",,"false","4"
"7dc2ec09-bb3d-5c59-b327-7721a18aa819","e006e50a-3631-548b-a0e8-bfc0cef55d8a","ア：スケジュール",,"false","1"
"5dd8dd31-0077-5a3d-bcde-710904406fa5","e006e50a-3631-548b-a0e8-bfc0cef55d8a","イ：体制",,"false","2"
"c5b90b86-ceb6-5322-9e3e-b2bb51f6fd14","e006e50a-3631-548b-a0e8-bfc0cef55d8a","ウ：品質マネジメント計画",,"false","3"
"36e737eb-087c-5ae2-b3e3-7ac21b7260da","e006e50a-3631-548b-a0e8-bfc0cef55d8a","エ：プロジェクトの目的",,"true","4"
