id,source_key,exam_date,subject_id,question_number,question_text,question_type,image_url,explanation,difficulty,points,explanation_ja,explanation_en,explanation_vi
"6fb31f0d-efbc-559d-b485-d4f2b0a4588e","ip-quiz-v1:2009h21a-q017","2009-10-01","cc000001-0000-0000-0000-000000000001","17","情報システムのサービスを行っている 4 社は, B 社に対して表に示す分担で施設や 機器などを提供する契約を締結した。A 社が提供するサービスの内容として, 適切なものはどれか。 ] | 対象となる情報資産 。 。 | 4A社| B社 | | コンピュータや通信機器を設置する施設 。 | 〇 | 「 | 負還するコンピュータや通信機器 。 | 〇O | 「 ] | コンピュータ上で電箇する梨馬アプリターション | | O 。","multiple_choice","/quiz-figures/2009h21a-q017.webp",,"2","1",,,
"60a4ba78-8c9c-59d6-84b8-c03940b8f306","ip-quiz-v1:2009h21a-q018","2009-10-01","cc000001-0000-0000-0000-000000000001","18","企業会計を財務会計と管理会計に分類したとき, 管理会計の特徴を表したものはど れか。 ] 「 ーー","multiple_choice",,,"2","1",,,
"fd20b8b7-940d-5af1-a54c-853fe8b93533","ip-quiz-v1:2009h21a-q019","2009-10-01","cc000001-0000-0000-0000-000000000001","19","要件定義プロセスに含まれる作業はどれか。","multiple_choice",,,"2","1",,,
"99682aed-8ee8-594e-923a-849b493d00da","ip-quiz-v1:2009h21a-q020","2009-10-01","cc000001-0000-0000-0000-000000000001","20","ICカードと磁気カードの偽造に対する安全性の比較に関する記述のうち，適切なものはどれか。","multiple_choice",,,"2","1",,,
"a13b840f-1056-512b-80fb-24f5d82fe1cf","ip-quiz-v1:2009h21a-q021","2009-10-01","cc000001-0000-0000-0000-000000000001","21","新製品の開発に当たって生み出される様々な成果のうち, 著作権法による保護の対 象となるものはどれか。","multiple_choice",,,"2","1",,,
"b7ab5797-bba2-5095-b1e6-1edd4c749d13","ip-quiz-v1:2009h21a-q022","2009-10-01","cc000001-0000-0000-0000-000000000001","22","ECサイトに関連するマーケティング施策のうち，マーケティングミックスを構成する4PのPlaceに関連するものはどれか。","multiple_choice",,,"2","1",,,
"053f420e-ee9f-5b66-ba84-bbaaadfe2c41","ip-quiz-v1:2009h21a-q023","2009-10-01","cc000001-0000-0000-0000-000000000001","23","労働基準法において, 時間外及び休日の労働を認めるために規定されていることは どれか。 .","multiple_choice",,,"2","1",,,
"60661899-527b-594d-9402-be649bb6c62d","ip-quiz-v1:2009h21a-q024","2009-10-01","cc000001-0000-0000-0000-000000000001","24","PC やインターネットなどの IT を利用する能力や機会の違いによって, 経済的文は 社会的な格差が生じることを何というか。","multiple_choice",,,"2","1",,,
"523cc3a1-f45c-54fd-9823-160ba5b788eb","ip-quiz-v1:2009h21a-q025","2009-10-01","cc000001-0000-0000-0000-000000000001","25","ソフトウェアライフサイクルプロセスにおいて，システム化計画の立案で行うべき作業はどれか。","multiple_choice",,,"2","1",,,
"ff585474-a759-5442-95f4-ce67e0b654d5","ip-quiz-v1:2009h21a-q026","2009-10-01","cc000001-0000-0000-0000-000000000001","26","インターネット上の広告手法の一つであるアフィリエイトを説明したものはどれか。","multiple_choice",,,"2","1",,,
"0fac03a7-ca44-5a2d-9f30-5a5e004fcd33","ip-quiz-v1:2009h21a-q027","2009-10-01","cc000001-0000-0000-0000-000000000001","27","製品やサービスの価値を機能とコストの関係で把握し, 体系化された手順によって価値の向上を図る手法はどれか。","multiple_choice",,,"2","1",,,
"a042efdd-9d66-5b96-99ce-a302410155e3","ip-quiz-v1:2009h21a-q028","2009-10-01","cc000001-0000-0000-0000-000000000001","28","組込みシステムの特徴として, 最も適切なものはどれか。","multiple_choice",,,"2","1",,,
"ad0c7203-f3d4-5178-995e-1287aa30ba1f","ip-quiz-v1:2009h21a-q029","2009-10-01","cc000002-0000-0000-0000-000000000001","29","現行システムの使用を開始してから 10 年が経過し, その間に業務内容も変化してき た。そこで, 全面的に現行システムを開発し直すことになった。開発者が, システム 要求の分析と, それに基づく委件定義を行う場合, 開発者のシステム利用部門とのか かわり方として, 適切なものはどれか。 ーーー - “","multiple_choice",,,"2","1",,,
"82410928-34f1-58df-8517-71303dd8f6ff","ip-quiz-v1:2009h21a-q030","2009-10-01","cc000002-0000-0000-0000-000000000001","30","ある作業を 6 人のグループで開始し, 3 か月経過した時点で全体の 50%が完了して いた。残り 2 か月で完了させるためには何名の増員が必要か。ここで, 途中から増員 するメンバの作業効率は最初から作業している要員の 70%とし, 最初の 6 人のグルー プの作業効率は残り 2 か月も変わらないものとする。 ーー
アァ ュ ーイ 3 ウ 4 エ 5 「","multiple_choice",,,"2","1",,,
"2accb156-e909-51c8-bb2a-dc034b513f97","ip-quiz-v1:2009h21a-q031","2009-10-01","cc000002-0000-0000-0000-000000000001","31","サービスデスクがシステムの利用者から障害の連絡を受けた際の対応として，インシデント管理の観点から適切なものはどれか。","multiple_choice",,,"2","1",,,
"636b80c0-3231-5bb8-ba48-bf19618cc213","ip-quiz-v1:2009h21a-q032","2009-10-01","cc000001-0000-0000-0000-000000000001","32","あるシステムの開発において, システムを 24 時間連続稼働させることになった。稼 働時間について利用部門と取決めを行う工程はどれか。","multiple_choice",,,"2","1",,,
"1ec68caf-63be-575a-8beb-af53434ec9e7","ip-quiz-v1:2009h21a-q033","2009-10-01","cc000002-0000-0000-0000-000000000001","33","ソフトウェア詳細設計書に関する記述として, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"a2e16f45-ef84-5427-b207-2ff1a40f93ce","ip-quiz-v1:2009h21a-q034","2009-10-01","cc000002-0000-0000-0000-000000000001","34","プロジェクトを管理する上で, プロジェクトマネージャが考虚すべき制約条件の組 合せとして, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"bfed04b8-c3fe-5ed9-93a0-0371f6689beb","ip-quiz-v1:2009h21a-q035","2009-10-01","cc000002-0000-0000-0000-000000000001","35","SLAに含めることが適切な項目はどれか。","multiple_choice",,,"2","1",,,
"9cb13f07-2409-59d7-a13b-15cbf09cc833","ip-quiz-v1:2009h21a-q036","2009-10-01","cc000002-0000-0000-0000-000000000001","36","図は.。 リスクシミュレーションを基に, あるプロジェクトの見積りコストに対して 最終的にその額に収まる確率を示したものである。 現在, プロジェクトの予算として 4000 万円を用意している。 実際のコストが見積りコストを上回ってしまう確率を 20をまで引き下げるためには, 予備として, あとおよそ何万円用意することが妥当か。
(%) 人 見 積 80 "" 「 コ ス 。 に 「 収 ま 確 率 15 4000 4800 5.000 6000 見積りコスト (万円)","multiple_choice","/quiz-figures/2009h21a-q036.webp",,"2","1",,,
"c823ee3b-4f62-5171-882d-483b43c21bf6","ip-quiz-v1:2009h21a-q037","2009-10-01","cc000002-0000-0000-0000-000000000001","37","ソフトウェア要件として明確に規定すべきものはどれか。","multiple_choice",,,"2","1",,,
"3ca4ff51-ee44-5351-84c4-113e9e554129","ip-quiz-v1:2009h21a-q038","2009-10-01","cc000002-0000-0000-0000-000000000001","38","ソフトウェア保守に含まれるものはどれか。","multiple_choice",,,"2","1",,,
"0a9a0acc-1b3b-5b91-9349-84a42b592922","ip-quiz-v1:2009h21a-q039","2009-10-01","cc000002-0000-0000-0000-000000000001","39","プログラムの開発作業で担当者A～Dの4人の工程ごとの生産性が表のとおりのとき，4人同時に見積りステップ数が12kステップのプログラム開発を開始した場合に，最初に開発を完了するのはだれか。

単位　kステップ／月

| 担当者 | 設計 | プログラミング | テスト |
|--------|------|----------------|--------|
| A | 3 | 3 | 6 |
| B | 4 | 4 | 4 |
| C | 6 | 4 | 2 |
| D | 3 | 4 | 5 |","multiple_choice","/quiz-figures/2009h21a-q039.webp",,"2","1",,,
"436203c6-6d2d-5671-a79c-bd0005f1e5e7","ip-quiz-v1:2009h21a-q040","2009-10-01","cc000002-0000-0000-0000-000000000001","40","情報システムのファシリティマネジメントの対象範囲はどれか。","multiple_choice",,,"2","1",,,
"e006e50a-3631-548b-a0e8-bfc0cef55d8a","ip-quiz-v1:2009h21a-q041","2009-10-01","cc000002-0000-0000-0000-000000000001","41","プロジェクト立上げ時に, プロジェクトの活動を総合的に管理及び調整するために, プロジェクト意斉を定める。プロジェクト意章に盛り込むべき内容として, 適切なも - のはどれか。","multiple_choice",,,"2","1",,,
"b2d43d30-fa15-590b-be53-e162df7ec32f","ip-quiz-v1:2009h21a-q042","2009-10-01","cc000002-0000-0000-0000-000000000001","42","ITサービスマネジメントを説明したものはどれか。","multiple_choice",,,"2","1",,,
"575fec8e-cf1f-52d1-8d23-8efceb0070b5","ip-quiz-v1:2009h21a-q043","2009-10-01","cc000002-0000-0000-0000-000000000001","43","新しい業務ソフトウェアの開発が完了し，実環境へ導入することになった。当該ソフトウェアの導入時に必要な作業として，適切なものはどれか。","multiple_choice",,,"2","1",,,
"0af5887d-864f-5af5-b2e0-0b46d9db2b3d","ip-quiz-v1:2009h21a-q044","2009-10-01","cc000002-0000-0000-0000-000000000001","44","ソフトウェア開発における仕様変更の手順の要素を「変更内容の評価」，「変更の指示」，「変更の反映」，「変更要求の受付」としたとき，手順のAに該当するものはどれか。","multiple_choice","/quiz-figures/2009h21a-q044.webp",,"2","1",,,
"a37826e6-5f6a-5dc3-9bb2-c72c89670efa","ip-quiz-v1:2009h21a-q045","2009-10-01","cc000003-0000-0000-0000-000000000001","45","情報システムの安定稼働を妨げる様々な脅威への事前対策に関する説明のうち，適切なものはどれか。","multiple_choice",,,"2","1",,,
"71ab03d3-4694-5a1e-8d78-928adebc2cc0","ip-quiz-v1:2009h21a-q046","2009-10-01","cc000003-0000-0000-0000-000000000001","46","あるプロジェクトの関係者 6 人が, それぞれ1 対 1 で情報の伝達を行う必要がある とき, 情報の伝達を行うために必要な経路の数は少なくとも幾つになるか。","multiple_choice",,,"2","1",,,
"bcc81998-08b9-5fde-8ca1-ffef6c0e7ac6","ip-quiz-v1:2009h21a-q047","2009-10-01","cc000002-0000-0000-0000-000000000001","47","オブジェクト指向設計の特徴はどれか。","multiple_choice",,,"2","1",,,
"67a85ccf-5f43-59e2-8cc3-4130877c2760","ip-quiz-v1:2009h21a-q048","2009-10-01","cc000002-0000-0000-0000-000000000001","48","システム開発における，エラーを検出した時期とその不具合の修正にかかる対応費用の関係を最も適切に示したグラフはどれか。","multiple_choice","/quiz-figures/2009h21a-q048.webp",,"2","1",,,
"41accd03-512a-59f4-913f-b11ae09a3b91","ip-quiz-v1:2009h21a-q049","2009-10-01","cc000002-0000-0000-0000-000000000001","49","内部統制に関する記述として, 適切なものはどれか。              「","multiple_choice",,,"2","1",,,
"ddfe2fbd-e2b6-5802-9268-a0351c186555","ip-quiz-v1:2009h21a-q050","2009-10-01","cc000002-0000-0000-0000-000000000001","50","あるシステムの開発において，単体テスト，結合テスト，システムテスト，運用テストの順にテストを実施することにした。システムテストのテストケースの作成者として適切な者はだれか。","multiple_choice",,,"2","1",,,
"d8c01664-71be-5b77-8955-def10f79e8cf","ip-quiz-v1:2009h21a-q051","2009-10-01","cc000002-0000-0000-0000-000000000001","51","プロジェクトのスケジュールを短縮する方法について説明したものはどれか。","multiple_choice",,,"2","1",,,
"aec52434-d0f4-5b67-904d-22430fe660c2","ip-quiz-v1:2009h21a-q052","2009-10-01","cc000001-0000-0000-0000-000000000001","52","システム開発を外部に委託する場合に行う管理方法として，適切なものはどれか。","multiple_choice",,,"2","1",,,
"e4e1d7f9-d76e-59b1-96a8-10d354723f4f","ip-quiz-v1:2009h21a-q053","2009-10-01","cc000002-0000-0000-0000-000000000001","53","サービスサポートにおける構成管理の役割はどれか。","multiple_choice",,,"2","1",,,
"4873faac-b98d-5460-8804-0c4e500587f0","ip-quiz-v1:2009h21a-q054","2009-10-01","cc000003-0000-0000-0000-000000000001","54","数字が書かれた箱を図のように積み上げてある。表に示す操作を，操作1，操作2，操作3，操作4の順に行った場合，操作4が終わったときの箱の状態はどれか。

図（下から上の順）：1, 2, 2, 3, 4

表

| 操作名 | 操作の内容 |
| --- | --- |
| 操作1 | 箱を上から二つ取り出し，取り出した箱に書かれた値を加算した値を書いた箱を新たに一番上に積む。 |
| 操作2 | 数字3を書いた箱を新たに一番上に積む。 |
| 操作3 | 箱を上から三つ取り出し，取り出した箱に書かれた値の平均値を求める。その平均値を書いた箱を新たに一番上に積む。 |
| 操作4 | 箱を上から二つ取り出し，取り出した箱に書かれた値の差の絶対値を求める。その絶対値を書いた箱を新たに一番上に積む。 |","multiple_choice","/quiz-figures/2009h21a-q054.webp",,"2","1",,,
"53fc9e5c-e6e8-5e39-a5d0-fbc4f14811ed","ip-quiz-v1:2009h21a-q055","2009-10-01","cc000003-0000-0000-0000-000000000001","55","インターネットのプロトコルで使用されるボート番号の説明として, 適切なものは どれか。","multiple_choice",,,"2","1",,,
"c4d76ae2-3a3f-5d7c-b3db-7bfa462886ac","ip-quiz-v1:2009h21a-q056","2009-10-01","cc000003-0000-0000-0000-000000000001","56","情報セキュリティポリシに関する記述のうち, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"60c7fc9c-6a62-535f-b7ee-c860112871e6","ip-quiz-v1:2009h21a-q057","2009-10-01","cc000003-0000-0000-0000-000000000001","57","フラッシュメモリを用いた SSD (Solid State Drive) は, ハードディスクの代わりと “ して期待されている記憶装置である。この SSD を用いるときに留意すべき点はどれか。","multiple_choice",,,"2","1",,,
"ad0ccef5-6bf2-56e6-8d6c-6c7f39667e4c","ip-quiz-v1:2009h21a-q058","2009-10-01","cc000003-0000-0000-0000-000000000001","58","インターネットなどのネットワークを介して，自分自身の複製を電子メールに添付して勝手に送信したり，ネットワーク上のほかのコンピュータに自分自身をコピーしたりして，自己増殖するプログラムはどれか。","multiple_choice",,,"2","1",,,
"94030d05-9abb-5e52-9485-a897d59e4212","ip-quiz-v1:2009h21a-q059","2009-10-01","cc000003-0000-0000-0000-000000000001","59","OSの機能の一つである仮想記憶方式の目的はどれか。","multiple_choice",,,"2","1",,,
"dfe865cc-32fb-58d9-803d-89616877f544","ip-quiz-v1:2009h21a-q060","2009-10-01","cc000003-0000-0000-0000-000000000001","60","""甘味""，""うま味""，""塩味""，""酸味""，""苦味""の5種類の味覚を，6ビット（2進数で6けた）の数値で符号化する。これらを組み合わせた複合味を，数値の加減算で表現できるようにしたい。例えば，""甘味""と""酸味""を組み合わせた""甘酸っぱい""という複合味の符号を，それぞれの数値を加算して表現するとともに，逆に""甘酸っぱい""から""甘味""成分を取り除いた""酸味""を減算で表現できるようにしたい。味覚の符号として，適切なものはどれか。","multiple_choice","/quiz-figures/2009h21a-q060.webp",,"2","1",,,
"3f801acc-25c4-569d-84eb-477a021884ae","ip-quiz-v1:2009h21a-q061","2009-10-01","cc000003-0000-0000-0000-000000000001","61","コンピュータシステムが単位時間当たりに処理できるジョブやトランザクションな どの処理件数のことであり, コンピュータの処理能力を表すものはどれか。","multiple_choice",,,"2","1",,,
"225d1c96-d010-523c-8ce3-f4878fb76927","ip-quiz-v1:2009h21a-q062","2009-10-01","cc000003-0000-0000-0000-000000000001","62","小文字の英字からなる文字列の暗号化を考える。次表で英字を文字番号に変換し，変換後の文字番号について1文字目分には1を，2文字目分には2を，…，n文字目分にはnを加える。それぞれの数を26で割った余りを新たに文字番号とみなし，表から対応する英字に変換する。

例　fax → 6, 1, 24 → 6+1, 1+2, 24+3 → 7, 3, 27 → 7, 3, 1 → gca

この手続で暗号化した結果が""tmb""であるとき，元の文字列はどれか。

| 文字番号 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 英字 | a | b | c | d | e | f | g | h | i | j | k | l | m |
| 文字番号 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 |
| 英字 | n | o | p | q | r | s | t | u | v | w | x | y | z |","multiple_choice","/quiz-figures/2009h21a-q062.webp",,"2","1",,,
"5a3efafe-9a59-5127-91f4-7aaf8d3815ed","ip-quiz-v1:2009h21a-q063","2009-10-01","cc000003-0000-0000-0000-000000000001","63","関係データベースを利用する際に, データの正規化を行う目的として, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"6a18ab06-b566-5c31-b3dd-fc5a97497fca","ip-quiz-v1:2009h21a-q064","2009-10-01","cc000003-0000-0000-0000-000000000001","64","8進数の55を16 進数で表したものはどれか。                             ーー","multiple_choice",,,"2","1",,,
"03c559e2-dbcd-552c-9af8-8d61f9220034","ip-quiz-v1:2009h21a-q065","2009-10-01","cc000003-0000-0000-0000-000000000001","65","IPアドレスに関する記述のうち，適切なものはどれか。","multiple_choice",,,"2","1",,,
"ac2863c7-ab9e-53f3-aaf1-688ea802047e","ip-quiz-v1:2009h21a-q066","2009-10-01","cc000003-0000-0000-0000-000000000001","66","セキュリティ事故の例のうち，原因が物理的脅威に分類されるものはどれか。","multiple_choice",,,"2","1",,,
"dd6571d1-9ceb-5307-b690-5673e572a910","ip-quiz-v1:2009h21a-q067","2009-10-01","cc000003-0000-0000-0000-000000000001","67","フールプルーフの考え方として, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"664cfecb-7a80-55bb-8906-8f266ebcceb8","ip-quiz-v1:2009h21a-q068","2009-10-01","cc000003-0000-0000-0000-000000000001","68","アプレットに関する記述として，適切なものはどれか。","multiple_choice",,,"2","1",,,
"bbb029d2-87c6-5e8f-b424-31002cec7dbe","ip-quiz-v1:2009h21a-q069","2009-10-01","cc000003-0000-0000-0000-000000000001","69","図のメールの送受信で利用されるプロトコルの組合せとして，適切なものはどれか。

[図] メールクライアントとメールサーバ間，およびメールサーバ間のメール送受信の流れ
- メールクライアント → メールサーバ：①メール送信
- メールサーバ → メールクライアント：②メール受信
- メールサーバ ↔ メールサーバ：③メール転送","multiple_choice","/quiz-figures/2009h21a-q069.webp",,"2","1",,,
"ee889f36-f1cd-55a8-8276-1f80468b80ae","ip-quiz-v1:2009h21a-q070","2009-10-01","cc000003-0000-0000-0000-000000000001","70","0から1までの一様乱数からXとYを取り出すことを600回繰り返す。このときY＜Xを満たす回数の期待値は幾らか。","multiple_choice",,,"2","1",,,
"950244ba-421b-5d5b-8f09-00d56c93bc3d","ip-quiz-v1:2009h21a-q071","2009-10-01","cc000003-0000-0000-0000-000000000001","71","スパムメールの説明として，適切なものはどれか。","multiple_choice",,,"2","1",,,
"8d001a3e-8e7a-5af0-9b06-20a8787ebd83","ip-quiz-v1:2009h21a-q072","2009-10-01","cc000003-0000-0000-0000-000000000001","72","コンピュータを構成する一部の機能の説明として，適切なものはどれか。","multiple_choice",,,"2","1",,,
"1977db8a-466c-5a3a-82c9-92b1f60e7cf7","ip-quiz-v1:2009h21a-q073","2009-10-01","cc000003-0000-0000-0000-000000000001","73","ボットの説明はどれか。  ・","multiple_choice",,,"2","1",,,
"5162203b-032f-5bf1-b256-7b9b2d6fa2e5","ip-quiz-v1:2009h21a-q074","2009-10-01","cc000003-0000-0000-0000-000000000001","74","データの送信側は受信者の公開鍵で暗号化し，受信側は自身の秘密鍵で復号することによって実現できる対策はどれか。","multiple_choice",,,"2","1",,,
"3a4ee922-360b-5446-8f3c-3c75fb156c66","ip-quiz-v1:2009h21a-q075","2009-10-01","cc000003-0000-0000-0000-000000000001","75","プログやニュースサイト, 電子掲示板などの Web サイトで, 効率の良い情報収集や 情報発信を行うために用いられており, ページの見出しや要約, 更新時刻などのメタ データを, 構造化して記述するための XML ベペースの文書形式を何と呼ぶか。","multiple_choice",,,"2","1",,,
"3bb08e61-d770-561a-ab70-5c8d7e08d61d","ip-quiz-v1:2009h21a-q076","2009-10-01","cc000003-0000-0000-0000-000000000001","76","データベースの内容を，利用者の業務の機密性に応じて限定的に表示するようにしたい。その手法として，最も適切なものはどれか。","multiple_choice",,,"2","1",,,
"50c4c77a-e9ea-55f3-80d8-b717dd82fc96","ip-quiz-v1:2009h21a-q077","2009-10-01","cc000003-0000-0000-0000-000000000001","77","収容局から家庭までの加入者線が光ブァイパケーブルであるものはどれか。","multiple_choice",,,"2","1",,,
"a1d843b7-6803-5668-8607-97e890c38e46","ip-quiz-v1:2009h21a-q078","2009-10-01","cc000003-0000-0000-0000-000000000001","78","RAID の利用目的として, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"5c2adf1f-d811-527e-8f2f-a52d07a75615","ip-quiz-v1:2009h21a-q079","2009-10-01","cc000003-0000-0000-0000-000000000001","79","ファイアウォールを設置することで, インターネットからもイントラネットからも
アクセス可能だが, イントラネットへのアクセスを禁止しているネットワーク上の領 域はどれか。","multiple_choice",,,"2","1",,,
"e61108cc-c313-595b-9876-14d5465d492d","ip-quiz-v1:2009h21a-q080","2009-10-01","cc000003-0000-0000-0000-000000000001","80","マルチメディアを扱うオーサリングソフトの説明として, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"74cf7c8f-1bbc-598a-8ca5-bfbf94011837","ip-quiz-v1:2009h21a-q081","2009-10-01","cc000003-0000-0000-0000-000000000001","81","システムのアクセスに使用している通信ケーブルを誤って切断した。 このとき, 情 報セキュリティのマネジメント要素のうち, どれが低下したことになるか。","multiple_choice",,,"2","1",,,
"7589b55a-b274-54dc-920a-5191681f8424","ip-quiz-v1:2009h21a-q082","2009-10-01","cc000003-0000-0000-0000-000000000001","82","100Mビット/秒の伝送速度のLANを使用して，1Gバイトのファイルを転送するのに必要な時間はおおよそ何秒か。ここで，1Gバイト＝10^9バイトとする。また，LANの伝送効率は20%とする。","multiple_choice",,,"2","1",,,
"277483a7-9174-59b4-b840-36e5bc39c216","ip-quiz-v1:2009h21a-q083","2009-10-01","cc000003-0000-0000-0000-000000000001","83","PCに利用される DRAM の特徴に関する記述として, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"91ef42fc-145a-5d9e-8b6a-6e52d143165d","ip-quiz-v1:2014h26h-q064","2014-04-01","cc000003-0000-0000-0000-000000000001","64","関係データベースの主キーに関する記述のうち, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"b5ae232c-3ea4-5d3c-9387-f33310597b78","ip-quiz-v1:2009h21a-q085","2009-10-01","cc000003-0000-0000-0000-000000000001","85","公開鍵基盤（PKI）において認証局（CA）が果たす役割はどれか。","multiple_choice",,,"2","1",,,
"65d3312f-7036-54a1-92a1-e0baaf749e6c","ip-quiz-v1:2009h21a-q086","2009-10-01","cc000003-0000-0000-0000-000000000001","86","デュアルシステムに関する記述として, 適切なものはどれか。","multiple_choice",,,"2","1",,,
"ef0d3aa7-53fd-5cbb-a4c3-52886c721cf9","ip-quiz-v1:2009h21a-q087","2009-10-01","cc000003-0000-0000-0000-000000000001","87","木構造を採用したファイルシステムに関する記述のうち, 適切なものはどれか。","multiple_choice",,,"2","1",,,
